TUCASEID,TEAGE_EC,TEELDUR,TEELWHO,TEELYRS,TRELHH,TUECLNO,TULINENO,TXAGE_EC,TXELDUR,TXELWHO,TXELYRS
20180807181811,85,4,34,2,0,3,-1,60,0,0,0
20180807181811,85,4,33,2,0,4,-1,0,0,0,0
20180807181821,75,4,44,15,0,3,-1,0,0,0,0
20180807181821,72,4,44,15,0,4,-1,0,0,0,0
20180807181864,80,3,20,-1,1,2,2,0,0,0,-1
20180807181879,80,4,24,2,1,2,2,0,0,0,0
20180807181879,79,4,24,4,1,3,3,0,0,0,0
20180807181911,69,1,20,-1,1,2,2,0,0,0,-1
20180807181936,75,4,20,1,1,2,2,0,0,0,0
20180807181938,73,4,24,5,1,3,3,0,0,0,0
20180807181948,80,2,33,-1,0,3,-1,60,0,0,-1
20180807181948,85,2,34,-1,0,4,-1,60,0,0,-1
20180807181954,80,4,33,6,0,5,-1,60,0,0,0
20180807181954,85,4,34,6,0,6,-1,60,0,0,0
20180807181969,75,1,44,-1,0,7,-1,0,0,0,-1
20180807182079,80,4,47,2,0,6,-1,60,0,0,0
20180807182079,80,4,48,2,0,7,-1,60,0,0,0
20180807182093,80,4,33,20,0,8,-1,0,0,0,0
20180807182101,72,1,41,-1,0,9,-1,0,0,0,-1
20180807182123,76,4,39,8,0,6,-1,0,0,0,0
20180807182126,85,1,34,-1,0,6,-1,60,0,0,-1
20180807182179,77,4,24,10,1,2,2,0,0,0,0
20180807182190,71,4,20,3,1,2,2,0,0,0,0
20180807182290,79,3,33,-1,0,2,-1,0,0,0,-1
20180807182296,70,4,20,2,1,2,2,0,0,0,0
20180807182323,80,1,47,-1,0,5,-1,60,0,0,-1
20180807182339,70,4,33,7,0,4,-1,0,0,0,0
20180807182339,76,4,34,7,0,5,-1,0,0,0,0
20180807182340,75,1,44,-1,0,2,-1,0,0,0,-1
20180807182340,85,3,44,-1,0,3,-1,60,0,0,-1
20180807182346,85,4,33,2,0,2,-1,0,0,0,0
20180807182377,70,1,44,-1,0,3,-1,0,0,0,-1
20180807182413,73,4,33,2,0,2,-1,0,0,0,0
20180807182445,62,3,20,-1,1,2,2,0,0,0,-1
20180807182485,68,3,34,-1,0,5,-1,0,0,0,-1
20180807182491,85,1,43,-1,0,5,-1,60,0,0,-1
20180807182491,80,1,43,-1,0,6,-1,60,0,0,-1
20180808180756,79,1,47,-1,0,8,-1,0,0,0,-1
20180808180834,73,2,24,-1,1,4,4,0,0,0,-1
20180808180845,67,4,41,2,0,8,-1,0,0,0,0
20180808180845,71,4,42,2,0,9,-1,0,0,0,0
20180808180857,80,4,34,30,0,2,-1,60,0,0,0
20180808180884,67,2,34,-1,0,2,-1,0,0,0,-1
20180808180944,80,2,33,-1,0,3,-1,0,0,0,-1
20180808181241,85,4,34,2,0,4,-1,60,0,0,0
20180808181299,68,2,34,-1,0,2,-1,0,0,0,-1
20180808181299,78,4,47,2,0,3,-1,42,0,0,0
20180808181337,80,4,43,2,0,2,-1,0,0,0,0
20180808181337,65,3,43,-1,0,3,-1,0,0,0,-1
20180808181337,70,1,43,-1,0,4,-1,0,0,0,-1
20180808181337,72,2,43,-1,0,5,-1,0,0,0,-1
20180808181370,69,4,33,2,0,2,-1,0,0,0,0
20180808181374,85,4,34,3,0,4,-1,0,0,0,0
20180808181465,85,4,43,2,0,2,-1,60,0,0,0
20180808181465,80,4,43,4,0,3,-1,60,0,0,0
20180808181559,85,4,47,15,0,5,-1,60,0,0,0
20180808181606,85,4,33,5,0,2,-1,60,0,0,0
20180808181647,58,4,37,10,0,4,-1,0,0,0,0
20180808181647,56,3,44,-1,0,5,-1,0,0,0,-1
20180808181647,76,1,44,-1,0,6,-1,0,0,0,-1
20180907180502,56,4,33,10,0,5,-1,0,0,0,0
20180907180951,85,1,20,-1,1,2,2,0,0,0,-1
20180907180972,66,4,39,2,0,3,-1,0,0,0,0
20180907181190,80,4,33,5,0,2,-1,60,0,0,0
20180907181205,85,3,26,-1,1,2,2,0,0,0,-1
20180907181215,70,3,43,-1,0,5,-1,0,0,0,-1
20180907181362,85,4,20,8,1,2,2,0,0,0,0
20180907181543,85,3,34,-1,0,3,-1,60,0,0,-1
20180907181578,85,4,43,5,0,5,-1,60,0,0,0
20180907181722,85,4,47,2,0,4,-1,60,0,0,0
20180907181762,80,3,48,-1,0,4,-1,0,0,0,-1
20180907181762,50,4,56,8,0,5,-1,0,0,0,0
20180907182412,85,4,33,1,0,2,-1,60,0,0,0
20180907182510,76,4,40,2,0,5,-1,0,0,0,0
20180908180063,51,4,30,1,1,2,2,0,0,0,0
20180908180076,85,4,24,11,1,4,4,0,0,0,0
20180908180149,59,2,20,-1,1,2,2,0,0,0,-1
20180908180516,80,3,33,-1,0,5,-1,60,0,0,-1
20180908180516,77,1,39,-1,0,6,-1,0,0,0,-1
20180908180516,80,1,40,-1,0,7,-1,0,0,0,-1
20180908180530,80,3,33,-1,0,2,-1,0,0,0,-1
20180908180545,61,3,37,-1,0,3,-1,0,0,0,-1
20180908180546,76,4,33,5,0,7,-1,0,0,0,0
20180908180546,66,4,39,2,0,8,-1,0,0,0,0
20180908180548,77,1,49,-1,0,6,-1,0,0,0,-1
20180908180557,85,4,20,2,1,2,2,0,0,0,0
20180908180559,80,1,41,-1,0,2,-1,60,0,0,-1
20180908180579,76,3,39,-1,0,5,-1,0,0,0,-1
20180908180579,76,3,40,-1,0,6,-1,0,0,0,-1
20180908180624,71,2,33,-1,0,5,-1,0,0,0,-1
20180908180634,65,2,44,-1,0,2,-1,0,0,0,-1
20180908180634,65,2,43,-1,0,3,-1,0,0,0,-1
20180908180634,73,1,33,-1,0,4,-1,0,0,0,-1
20180908180650,85,4,39,2,0,5,-1,60,0,0,0
20180908180663,80,4,40,9,0,4,-1,60,0,0,0
20180908180663,85,4,56,6,0,5,-1,60,0,0,0
20180908180670,80,4,43,2,0,2,-1,60,0,0,0
20180908180670,73,1,43,-1,0,3,-1,0,0,0,-1
20180908180731,85,1,47,-1,0,4,-1,60,0,0,-1
20180908180734,85,4,33,3,0,2,-1,0,0,0,0
20180908180737,80,2,43,-1,0,2,-1,60,0,0,-1
20180908180813,60,3,43,-1,0,4,-1,0,0,0,-1
20180908180866,75,4,20,1,1,2,2,0,0,0,0
20180908180890,71,4,20,2,1,2,2,0,0,0,0
20180908180909,55,4,24,3,1,2,2,0,0,0,0
20180908180943,77,4,34,5,0,6,-1,0,0,0,0
20180908180954,80,1,43,-1,0,3,-1,0,0,0,-1
20180908180954,70,1,44,-1,0,4,-1,0,0,0,-1
20180908180986,80,4,33,5,0,4,-1,0,0,0,0
20180908180991,77,4,33,5,0,5,-1,0,0,0,0
20180908181011,68,4,26,2,1,2,2,0,0,0,0
20180908181047,85,4,33,2,0,3,-1,60,0,0,0
20180908181069,85,4,39,2,0,3,-1,60,0,0,0
20180908181075,80,4,24,9,1,2,2,0,0,0,0
20180908181134,59,4,49,55,0,2,-1,0,0,0,0
20180908181134,8,4,49,8,0,3,-1,0,0,0,0
20180908181134,52,4,49,8,0,4,-1,0,0,0,0
20180908181145,85,2,33,-1,0,3,-1,60,0,0,-1
20180908181179,85,4,33,20,0,2,-1,60,0,0,0
20180908181179,25,4,49,10,0,3,-1,0,0,0,0
20180908181203,65,4,33,4,0,6,-1,0,0,0,0
20180908181203,38,4,56,3,0,7,-1,0,0,0,0
20180908181265,80,1,33,-1,0,2,-1,60,0,0,-1
20180908181281,66,4,47,5,0,6,-1,0,0,0,0
20180908181303,39,3,24,-1,1,2,2,0,0,0,-1
20180908181373,85,4,33,6,0,6,-1,61,0,0,0
20180908181373,85,4,34,6,0,7,-1,60,0,0,0
20180908181375,85,2,48,-1,0,6,-1,60,0,0,-1
20180908181381,85,4,42,2,0,2,-1,60,0,0,0
20180908181438,72,3,33,-1,0,4,-1,0,0,0,-1
20180908181463,80,1,56,-1,0,3,-1,60,0,0,-1
20180908181488,85,4,47,5,0,5,-1,60,0,0,0
20180908181525,75,4,33,5,0,3,-1,0,0,0,0
20180908181525,85,4,34,10,0,4,-1,60,0,0,0
20180908181526,80,4,44,3,0,2,-1,0,0,0,42
20180908181529,85,4,39,3,0,3,-1,60,0,0,0
20180908181536,80,4,48,5,0,2,-1,60,0,0,0
20180908181536,76,4,47,5,0,3,-1,0,0,0,0
20180908181549,77,4,43,10,0,2,-1,0,0,0,0
20180908181586,80,4,47,10,0,5,-1,60,0,0,0
20180908181595,85,4,33,4,0,2,-1,60,0,0,0
20180908181595,85,4,42,7,0,3,-1,60,0,0,0
20180908181603,52,4,33,7,0,5,-1,0,0,0,0
20180908181641,85,4,33,5,0,4,-1,60,0,0,0
20180908181642,75,2,33,-1,0,2,-1,0,0,0,-1
20180908181642,77,2,34,-1,0,3,-1,0,0,0,-1
20180908181664,74,4,33,5,0,5,-1,0,0,0,0
20180908181664,67,4,40,2,0,6,-1,0,0,0,0
20180908181671,75,4,35,12,0,2,-1,0,0,0,0
20180908181695,85,4,33,5,0,8,-1,60,0,0,0
20180908181704,78,4,40,2,0,3,-1,0,0,0,0
20180908181753,53,1,56,-1,0,2,-1,0,0,0,-1
20180908181771,85,4,34,4,0,3,-1,60,0,0,0
20180908181784,74,1,39,-1,0,3,-1,0,0,0,-1
20180908181792,75,2,43,-1,0,2,-1,0,0,0,-1
20180908181792,80,1,44,-1,0,3,-1,0,0,0,-1
20180908181810,85,4,44,7,0,2,-1,60,0,0,0
20180908181835,85,1,34,-1,0,2,-1,60,0,0,-1
20180908181835,85,1,33,-1,0,3,-1,60,0,0,-1
20180908181871,77,2,26,-1,1,3,3,0,0,0,-1
20180908181913,85,4,20,2,1,2,2,0,0,0,0
20180908181923,67,4,33,10,0,5,-1,0,0,0,0
20180908181923,74,4,34,15,0,6,-1,0,0,0,0
20180908181936,71,4,33,14,0,5,-1,0,0,0,0
20180908181936,77,4,34,14,0,6,-1,0,0,0,0
20180908181962,85,4,48,3,0,3,-1,60,0,0,0
20180908181972,80,4,44,6,0,2,-1,0,0,0,0
20180908181986,77,4,33,2,0,3,-1,0,0,0,0
20180908181986,77,4,34,2,0,4,-1,0,0,0,0
20180908182001,85,4,33,3,0,2,-1,60,0,0,0
20180908182009,85,4,47,5,0,5,-1,60,0,0,0
20180908182013,71,4,20,4,1,2,2,0,0,0,0
20180908182052,77,4,33,12,0,8,-1,0,0,0,0
20180908182082,85,4,43,4,0,2,-1,60,0,0,0
20180908182096,65,3,56,-1,0,4,-1,0,0,0,-1
20180908182109,85,3,26,-1,1,5,5,0,0,0,-1
20180908182154,54,4,43,8,0,2,-1,0,0,0,0
20180908182207,77,4,39,5,0,3,-1,0,0,0,0
20180908182233,65,4,44,2,0,2,-1,0,0,0,0
20180908182242,71,1,43,-1,0,3,-1,0,0,0,-1
20180908182242,71,1,20,-1,1,2,2,0,0,0,-1
20180908182273,70,3,48,-1,0,2,-1,0,0,0,-1
20180908182298,77,2,34,-1,0,2,-1,0,0,0,-1
20180908182306,80,3,48,-1,0,5,-1,60,0,0,-1
20180908182383,76,3,33,-1,0,2,-1,0,0,0,-1
20180908182383,79,2,34,-1,0,3,-1,0,0,0,-1
20180908182402,57,4,40,4,0,3,-1,0,0,0,0
20180908182402,78,2,47,-1,0,4,-1,0,0,0,-1
20180908182402,80,1,49,-1,0,5,-1,60,0,0,-1
20180908182435,80,1,33,-1,0,3,-1,60,0,0,-1
20180908182435,85,1,34,-1,0,4,-1,60,0,0,-1
20180908182437,85,4,33,3,0,4,-1,60,0,0,0
20180908182437,85,4,34,3,0,5,-1,60,0,0,0
20180908182444,85,4,24,25,1,2,2,0,0,0,0
20180908182453,80,4,24,4,1,2,2,0,0,0,0
20180908182476,70,2,37,-1,0,3,-1,0,0,0,-1
20180908182479,85,4,43,3,0,2,-1,60,0,0,0
20180908182479,85,3,43,-1,0,3,-1,60,0,0,-1
20180908182492,80,3,34,-1,0,6,-1,60,0,0,-1
20180908182512,80,3,44,-1,0,2,-1,60,0,0,-1
20180909180076,80,4,47,3,0,2,-1,60,0,0,0
20180909180076,85,4,48,3,0,3,-1,60,0,0,0
20180909180536,59,2,34,-1,0,4,-1,0,0,0,-1
20180909180626,66,4,33,20,0,3,-1,0,0,0,0
20180909180630,67,1,33,-1,0,2,-1,0,0,0,-1
20180909180630,69,3,34,-1,0,3,-1,0,0,0,-1
20180909180817,85,4,24,10,1,2,2,60,0,0,0
20180909180821,85,4,33,2,0,3,-1,60,0,0,0
20180909180821,85,3,34,-1,0,4,-1,60,0,0,-1
20180909180988,74,1,34,-1,0,4,-1,0,0,0,-1
20180909181012,85,4,20,62,1,2,2,0,0,0,0
20180909181072,85,4,24,2,1,2,2,0,0,0,0
20180909181129,85,1,33,-1,0,3,-1,0,0,0,-1
20180909181129,85,3,34,-1,0,4,-1,60,0,0,-1
20180909181267,85,4,33,10,0,5,-1,60,0,0,0
20180909181267,85,4,34,10,0,6,-1,60,0,0,0
20180909181267,75,4,39,10,0,7,-1,0,0,0,0
20180909181315,55,1,56,-1,0,3,-1,0,0,0,-1
20180909181320,78,1,48,-1,0,5,-1,0,0,0,-1
20180909181325,71,4,33,8,0,2,-1,0,0,0,0
20180909181325,74,3,56,-1,0,3,-1,0,0,0,-1
20180909181368,85,4,43,3,0,2,-1,60,0,0,0
20180909181368,85,4,43,30,0,3,-1,60,0,0,0
20180909181369,80,4,49,2,0,5,-1,60,0,0,0
20180909181369,85,4,48,4,0,6,-1,60,0,0,0
20180909181501,80,1,43,-1,0,3,-1,0,0,0,-1
20180909181516,85,4,43,4,0,3,-1,60,0,0,0
20180909181516,70,3,43,-1,0,4,-1,0,0,0,-1
20180909181516,77,4,43,2,0,5,-1,0,0,0,0
20180909181516,45,4,49,7,0,6,-1,0,0,0,0
20180909181554,67,4,33,5,0,4,-1,0,0,0,0
20180909181554,66,4,34,5,0,5,-1,0,0,0,0
20180909181673,85,4,33,9,0,3,-1,0,0,0,0
20180909181692,85,4,34,10,0,3,-1,60,0,0,0
20180909181792,75,1,43,-1,0,2,-1,0,0,0,-1
20180909181824,85,1,34,-1,0,3,-1,60,0,0,-1
20180909181949,85,4,44,2,0,3,-1,60,0,0,0
20180909182015,80,3,33,-1,0,3,-1,60,0,0,-1
20180909182015,85,1,39,-1,0,4,-1,60,0,0,-1
20180909182119,80,4,41,5,0,6,-1,60,0,0,0
20180909182119,72,4,44,8,0,7,-1,0,0,0,0
20180909182149,80,1,43,-1,0,2,-1,60,0,0,-1
20180909182149,85,1,43,-1,0,3,-1,0,0,0,-1
20180909182188,85,4,41,2,0,3,-1,60,0,0,0
20180909182440,85,3,33,-1,0,3,-1,60,0,0,-1
20181008180077,85,4,47,11,0,3,-1,0,0,0,0
20181008180077,65,4,47,3,0,4,-1,0,0,0,0
20181008180631,85,4,33,10,0,3,-1,60,0,0,0
20181008180672,80,4,47,5,0,5,-1,0,0,0,0
20181008180672,80,4,48,2,0,6,-1,60,0,0,0
20181008181427,62,1,43,-1,0,2,-1,0,0,0,-1
20181008181517,66,4,48,4,0,5,-1,0,0,0,0
20181008181580,85,4,33,4,0,2,-1,60,0,0,0
20181008181580,85,4,34,4,0,3,-1,60,0,0,0
20181008181762,80,2,47,-1,0,5,-1,60,0,0,-1
20181008181762,85,4,48,5,0,6,-1,60,0,0,0
20181008181800,85,4,33,3,0,3,-1,60,0,0,0
20181008181976,85,4,34,15,0,3,-1,60,0,0,0
20181008182008,77,4,48,3,0,3,-1,0,0,0,0
20181008182117,67,4,20,3,1,2,2,0,0,0,0
20181008182440,85,3,48,-1,0,5,-1,60,0,0,-1
20181009180014,85,4,33,9,0,2,-1,60,0,0,0
20181009180047,57,2,47,-1,0,4,-1,0,0,0,-1
20181009180173,78,3,47,-1,0,5,-1,0,0,0,-1
20181009180511,62,4,33,5,0,2,-1,0,0,0,0
20181009180511,68,4,34,5,0,3,-1,0,0,0,0
20181009180527,71,4,20,6,1,2,2,0,0,0,0
20181009180558,80,4,44,6,0,3,-1,60,0,0,0
20181009180653,85,4,41,1,0,2,-1,60,0,0,0
20181009180746,85,4,47,5,0,6,-1,60,0,0,0
20181009180838,80,4,43,13,0,3,-1,0,0,0,0
20181009180838,79,4,43,13,0,4,-1,0,0,0,0
20181009180838,80,4,43,13,0,5,-1,60,0,0,0
20181009180841,85,1,24,-1,1,2,2,0,0,0,-1
20181009180915,78,4,43,5,0,3,-1,0,0,0,0
20181009180928,79,1,43,-1,0,2,-1,0,0,0,-1
20181009180973,85,4,39,3,0,3,-1,60,0,0,0
20181009180983,73,3,40,-1,0,5,-1,0,0,0,-1
20181009180997,69,1,43,-1,0,6,-1,0,0,0,-1
20181009181028,61,1,20,-1,1,2,2,0,0,0,-1
20181009181068,79,4,33,4,0,5,-1,0,0,0,0
20181009181117,80,4,24,3,1,2,2,0,0,0,0
20181009181118,85,4,44,20,0,2,-1,60,0,0,0
20181009181119,59,2,33,-1,0,7,-1,0,0,0,-1
20181009181147,80,4,34,6,0,4,-1,60,0,0,0
20181009181153,80,4,47,3,0,8,-1,60,0,0,0
20181009181169,80,4,43,2,0,3,-1,60,0,0,0
20181009181169,77,3,43,-1,0,4,-1,0,0,0,-1
20181009181169,78,4,43,3,0,5,-1,0,0,0,0
20181009181256,64,4,33,10,0,5,-1,0,0,0,0
20181009181256,70,4,34,10,0,6,-1,0,0,0,0
20181009181260,85,4,49,3,0,5,-1,0,0,0,0
20181009181306,64,1,39,-1,0,6,-1,0,0,0,-1
20181009181335,77,3,43,-1,0,3,-1,0,0,0,-1
20181009181335,85,2,43,-1,0,4,-1,60,0,0,-1
20181009181335,80,3,43,-1,0,5,-1,60,0,0,-1
20181009181335,85,4,39,5,0,6,-1,60,0,0,0
20181009181526,64,1,39,-1,0,3,-1,0,0,0,-1
20181009181548,70,3,33,-1,0,6,-1,0,0,0,-1
20181009181611,68,4,56,15,0,3,-1,0,0,0,0
20181009181611,72,3,56,-1,0,4,-1,0,0,0,-1
20181009181611,85,4,56,2,0,5,-1,60,0,0,0
20181009181611,85,4,56,2,0,6,-1,0,0,0,0
20181009181611,74,2,56,-1,0,7,-1,0,0,0,-1
20181009181628,78,4,47,1,0,4,-1,0,0,0,0
20181009181628,55,4,34,5,0,5,-1,0,0,0,0
20181009181629,76,4,33,5,0,3,-1,0,0,0,0
20181009181629,75,4,34,5,0,4,-1,0,0,0,0
20181009181629,77,4,39,5,0,5,-1,0,0,0,0
20181009181629,77,4,40,5,0,6,-1,0,0,0,0
20181009181681,80,4,33,2,0,2,-1,60,0,0,0
20181009181740,80,3,47,-1,0,3,-1,0,0,0,-1
20181009181740,76,3,56,-1,0,4,-1,0,0,0,-1
20181009181755,77,4,24,4,1,3,3,0,0,0,0
20181009181770,73,4,33,3,0,2,-1,0,0,0,0
20181009181770,75,4,34,3,0,3,-1,0,0,0,0
20181009181837,85,4,44,3,0,3,-1,60,0,0,0
20181009181860,71,3,33,-1,0,3,-1,0,0,0,-1
20181009181860,76,4,34,3,0,4,-1,0,0,0,0
20181009181871,74,3,38,-1,0,4,-1,0,0,0,-1
20181009181892,80,4,33,3,0,2,-1,60,0,0,0
20181009181898,69,1,20,-1,1,2,2,0,0,0,-1
20181009181908,85,4,43,7,0,3,-1,60,0,0,0
20181009181920,80,3,44,-1,0,3,-1,60,0,0,-1
20181009181920,80,2,44,-1,0,4,-1,60,0,0,-1
20181009181920,67,1,44,-1,0,5,-1,0,0,0,-1
20181009181920,85,4,44,2,0,6,-1,0,0,0,0
20181009181920,80,2,44,-1,0,7,-1,60,0,0,-1
20181009181922,63,4,33,2,0,4,-1,0,0,0,0
20181009181922,85,3,48,-1,0,5,-1,60,0,0,-1
20181009181944,85,4,33,2,0,3,-1,60,0,0,0
20181009181962,85,4,44,10,0,4,-1,60,0,0,0
20181009181978,76,1,41,-1,0,3,-1,0,0,0,-1
20181009181979,80,4,24,4,1,2,2,0,0,0,0
20181009181979,56,4,20,6,1,3,3,0,0,0,0
20181009182000,85,4,39,3,0,4,-1,60,0,0,0
20181009182031,85,4,44,5,0,2,-1,60,0,0,0
20181009182034,75,3,37,-1,0,2,-1,0,0,0,-1
20181009182039,85,4,33,14,0,3,-1,0,0,0,0
20181009182040,85,4,43,8,0,3,-1,61,0,0,0
20181009182040,72,4,43,8,0,4,-1,42,0,0,0
20181009182040,80,4,43,8,0,5,-1,61,0,0,0
20181009182074,80,1,33,-1,0,3,-1,60,0,0,-1
20181009182074,80,2,34,-1,0,4,-1,60,0,0,-1
20181009182091,79,4,44,2,0,4,-1,0,0,0,0
20181009182091,70,4,44,2,0,5,-1,0,0,0,0
20181009182099,70,2,33,-1,0,3,-1,0,0,0,-1
20181009182099,73,2,34,-1,0,4,-1,0,0,0,-1
20181009182103,79,4,34,20,0,4,-1,0,0,0,0
20181009182103,74,4,39,10,0,5,-1,0,0,0,0
20181009182107,85,3,33,-1,0,3,-1,60,0,0,-1
20181009182109,79,4,33,10,0,3,-1,0,0,0,0
20181009182109,73,4,24,5,1,2,2,0,0,0,0
20181009182131,78,4,44,3,0,4,-1,0,0,0,0
20181009182176,85,4,44,5,0,3,-1,61,0,0,0
20181009182176,75,4,44,2,0,4,-1,42,0,0,0
20181009182183,75,4,33,10,0,2,-1,0,0,0,0
20181009182183,75,4,43,3,0,3,-1,0,0,0,0
20181009182183,80,4,41,5,0,4,-1,60,0,0,0
20181009182204,80,4,43,4,0,2,-1,60,0,0,0
20181009182204,80,4,43,2,0,3,-1,60,0,0,0
20181009182207,80,4,44,10,0,2,-1,0,0,0,0
20181009182207,80,4,44,10,0,3,-1,0,0,0,0
20181009182216,78,4,33,6,0,4,-1,0,0,0,0
20181009182216,79,4,56,2,0,5,-1,0,0,0,0
20181009182216,60,4,38,2,0,6,-1,0,0,0,0
20181009182216,59,4,56,5,0,7,-1,0,0,0,0
20181009182216,67,4,56,2,0,8,-1,0,0,0,0
20181009182232,85,4,49,8,0,5,-1,0,0,0,0
20181009182237,75,4,33,15,0,2,-1,0,0,0,0
20181009182288,60,3,44,-1,0,6,-1,0,0,0,-1
20181009182296,75,3,43,-1,0,3,-1,0,0,0,-1
20181009182296,76,3,43,-1,0,4,-1,0,0,0,-1
20181009182303,77,4,24,10,1,2,2,0,0,0,0
20181009182311,78,4,43,2,0,5,-1,0,0,0,0
20181009182311,78,2,43,-1,0,6,-1,0,0,0,-1
20181009182334,85,4,24,12,1,2,2,0,0,0,0
20181009182416,85,4,43,10,0,2,-1,60,0,0,0
20181009182429,60,4,33,5,0,3,-1,0,0,0,0
20181009182429,62,4,34,5,0,4,-1,0,0,0,0
20181009182438,80,3,39,-1,0,4,-1,60,0,0,-1
20181009182442,72,4,33,8,0,3,-1,0,0,0,0
20181009182442,77,4,34,15,0,4,-1,0,0,0,0
20181009182457,72,4,38,14,0,2,-1,0,0,0,0
20181009182471,80,4,33,11,0,2,-1,60,0,0,0
20181010180088,80,4,20,3,1,2,2,0,0,0,0
20181010180097,80,4,33,5,0,3,-1,60,0,0,0
20181010180615,65,1,44,-1,0,2,-1,0,0,0,-1
20181010180615,59,1,44,-1,0,3,-1,0,0,0,-1
20181010180618,85,4,33,5,0,2,-1,60,0,0,0
20181010180727,74,1,39,-1,0,5,-1,0,0,0,-1
20181010180727,72,4,33,3,0,6,-1,0,0,0,0
20181010180793,69,1,34,-1,0,3,-1,0,0,0,-1
20181010180799,64,4,20,14,1,2,2,0,0,0,0
20181010180831,85,4,47,6,0,3,-1,60,0,0,0
20181010180849,85,4,56,4,0,3,-1,0,0,0,0
20181010180849,85,4,56,5,0,4,-1,60,0,0,0
20181010180849,85,4,56,2,0,5,-1,60,0,0,0
20181010180849,85,4,56,5,0,6,-1,60,0,0,0
20181010180884,85,2,41,-1,0,3,-1,60,0,0,-1
20181010180884,72,3,43,-1,0,4,-1,0,0,0,-1
20181010180923,85,4,33,20,0,2,-1,0,0,0,0
20181010181145,69,4,20,11,1,2,2,0,0,0,0
20181010181237,80,3,25,-1,1,2,2,0,0,0,-1
20181010181389,80,4,33,2,0,3,-1,60,0,0,0
20181010181389,80,4,34,2,0,4,-1,60,0,0,0
20181010181484,85,4,39,2,0,5,-1,0,0,0,0
20181010181504,77,2,33,-1,0,2,-1,0,0,0,-1
20181010181551,74,4,33,23,0,7,-1,0,0,0,0
20181010181634,85,4,33,4,0,3,-1,60,0,0,0
20181010181634,85,4,34,1,0,4,-1,60,0,0,0
20181010181681,85,3,34,-1,0,2,-1,60,0,0,-1
20181010181759,75,4,33,2,0,4,-1,0,0,0,0
20181010181759,74,2,34,-1,0,5,-1,0,0,0,-1
20181010181764,85,4,39,2,0,4,-1,60,0,0,0
20181010181764,85,2,56,-1,0,5,-1,0,0,0,-1
20181010182107,85,3,43,-1,0,2,-1,60,0,0,-1
20181010182107,77,3,43,-1,0,3,-1,0,0,0,-1
20181010182232,85,4,26,3,1,3,3,0,0,0,0
20181010182273,85,4,34,2,0,6,-1,60,0,0,0
20181010182391,80,4,33,4,0,2,-1,60,0,0,0
20181010182391,80,4,34,4,0,3,-1,60,0,0,0
20181010182463,53,1,33,-1,0,6,-1,0,0,0,-1
20181109180700,85,2,34,-1,0,3,-1,60,0,0,-1
20181109180963,80,3,47,-1,0,4,-1,60,0,0,-1
20181109181018,79,4,26,4,1,7,7,0,0,0,0
20181109181116,69,3,34,-1,0,5,-1,0,0,0,-1
20181109181190,85,4,44,5,0,5,-1,60,0,0,0
20181109181190,85,4,44,5,0,6,-1,0,0,0,0
20181109181259,72,4,33,3,0,4,-1,0,0,0,0
20181109181259,76,4,41,3,0,5,-1,0,0,0,0
20181109181308,80,4,47,2,0,5,-1,60,0,0,0
20181109181336,78,1,39,-1,0,4,-1,0,0,0,-1
20181109181346,85,4,33,6,0,4,-1,60,0,0,0
20181109181351,71,4,33,4,0,5,-1,0,0,0,0
20181109181392,70,4,20,15,1,2,2,0,0,0,0
20181109181496,85,1,34,-1,0,2,-1,60,0,0,-1
20181109181500,75,1,34,-1,0,2,-1,0,0,0,-1
20181109181500,75,1,33,-1,0,3,-1,0,0,0,-1
20181109181690,85,2,47,-1,0,6,-1,60,0,0,-1
20181109181694,65,4,47,10,0,5,-1,0,0,0,0
20181109181694,70,4,48,10,0,6,-1,0,0,0,0
20181109181716,85,1,42,-1,0,2,-1,60,0,0,-1
20181109181913,85,4,47,3,0,3,-1,60,0,0,0
20181109181941,85,1,39,-1,0,7,-1,60,0,0,-1
20181109181941,85,1,40,-1,0,8,-1,60,0,0,-1
20181109181975,74,1,40,-1,0,7,-1,0,0,0,-1
20181109182094,78,4,33,4,0,5,-1,0,0,0,0
20181109182094,80,4,34,4,0,6,-1,60,0,0,0
20181109182181,76,1,34,-1,0,6,-1,0,0,0,-1
20181109182197,80,4,24,2,1,2,2,60,0,0,0
20181109182202,70,4,49,3,0,2,-1,0,0,0,0
20181109182305,85,3,43,-1,0,3,-1,60,0,0,-1
20181109182305,85,3,43,-1,0,4,-1,60,0,0,-1
20181110180035,68,3,47,-1,0,3,-1,0,0,0,-1
20181110180086,85,1,39,-1,0,3,-1,60,0,0,-1
20181110180115,85,1,34,-1,0,6,-1,61,0,42,-1
20181110180117,85,4,33,5,0,2,-1,60,0,0,0
20181110180120,80,4,33,4,0,7,-1,60,0,0,0
20181110180125,80,3,33,-1,0,3,-1,60,42,0,-1
20181110180536,64,4,33,10,0,3,-1,0,0,0,0
20181110180536,67,4,56,10,0,4,-1,0,0,0,0
20181110180564,80,4,33,2,0,2,-1,60,0,0,0
20181110180569,80,4,20,5,1,2,2,0,0,0,0
20181110180638,80,1,47,-1,0,4,-1,60,0,0,-1
20181110180657,85,4,33,5,0,3,-1,0,0,0,0
20181110180678,85,1,47,-1,0,5,-1,0,0,0,-1
20181110180712,67,1,56,-1,0,2,-1,0,0,0,-1
20181110180755,85,1,39,-1,0,3,-1,60,0,0,-1
